form	label	len	freq	train_freq	dev_freq	form	form_freq	label	num_labels	label_freq
공화인민당	OGG_POLITICS	5	1	1	0	공화인민당	1	OGG_POLITICS	1	4964
공화인민당(CHP)	OGG_POLITICS	10	1	1	0	공화인민당(CHP)	1	OGG_POLITICS	1	4964
고고학자	CV_OCCUPATION	4	1	0	1	고고학자	1	CV_OCCUPATION	1	4368
고교 3년 동안	DT_DURATION	8	1	1	0	고교 3년 동안	1	DT_DURATION	1	1911
고교시절	DT_OTHERS	4	1	0	1	고교시절	1	DT_OTHERS	1	1709
고대 미술가	CV_OCCUPATION	6	1	1	0	고대 미술가	1	CV_OCCUPATION	1	4368
고등학교 재학시절	DT_DURATION	9	1	1	0	고등학교 재학시절	1	DT_DURATION	1	1911
고등학생 시절	DT_DURATION	7	1	1	0	고등학생 시절	1	DT_DURATION	1	1911
고딩	CV_OCCUPATION	2	1	0	1	고딩	1	CV_OCCUPATION	1	4368
고려말	DT_DYNASTY	3	1	1	0	고려말	1	DT_DYNASTY	1	34
고모부	CV_RELATION	3	1	0	1	고모부	1	CV_RELATION	1	1813
고베 대지진	DT_OTHERS	6	1	1	0	고베 대지진	1	DT_OTHERS	1	1709
고생대	DT_DYNASTY	3	1	0	1	고생대	1	DT_DYNASTY	1	34
고생대 화석	MT_ROCK	6	1	0	1	고생대 화석	1	MT_ROCK	1	39
고시	EV_OTHERS	2	1	1	0	고시	1	EV_OTHERS	1	981
고양 종합터미널 화재 사고	EV_OTHERS	14	1	1	0	고양 종합터미널 화재 사고	1	EV_OTHERS	1	981
고양터미널 복합몰	OGG_ECONOMY	9	1	0	1	고양터미널 복합몰	1	OGG_ECONOMY	1	2003
고양터미널점	OGG_ECONOMY	6	1	0	1	고양터미널점	1	OGG_ECONOMY	1	2003
곤조	OGG_ECONOMY	2	1	1	0	곤조	1	OGG_ECONOMY	1	2003
공평동	LCP_COUNTY	3	1	0	1	공평동	1	LCP_COUNTY	1	1341
고베	LCP_CITY	2	1	1	0	고베	1	LCP_CITY	1	1768
고사동	LCP_COUNTY	3	1	1	0	고사동	1	LCP_COUNTY	1	1341
고위 공직자	CV_POSITION	6	1	0	1	고위 공직자	1	CV_POSITION	1	4600
고위 관리	CV_POSITION	5	1	0	1	고위 관리	1	CV_POSITION	1	4600
고입시 떄	DT_DURATION	5	1	1	0	고입시 떄	1	DT_DURATION	1	1911
고창군	LCP_COUNTY	3	1	1	0	고창군	1	LCP_COUNTY	1	1341
골즈버로	LCP_CITY	4	1	1	0	골즈버로	1	LCP_CITY	1	1768
공갈	CV_LAW	2	1	1	0	공갈	1	CV_LAW	1	1162
공공기록물 관리에 관한 법률	CV_LAW	15	1	1	0	공공기록물 관리에 관한 법률	1	CV_LAW	1	1162
공관	LC_OTHERS	2	1	1	0	공관	1	LC_OTHERS	1	1375
공군기지	LC_OTHERS	4	1	1	0	공군기지	1	LC_OTHERS	1	1375
공깃밥	CV_FOOD	3	1	1	0	공깃밥	1	CV_FOOD	1	402
공동선대본부장	CV_POSITION	7	1	0	1	공동선대본부장	1	CV_POSITION	1	4600
공릉지구	LC_OTHERS	4	1	0	1	공릉지구	1	LC_OTHERS	1	1375
공릉천	LCG_RIVER	3	1	1	0	공릉천	1	LCG_RIVER	1	52
공세동	LCP_COUNTY	3	1	1	0	공세동	1	LCP_COUNTY	1	1341
공주시	LCP_CITY	3	1	0	1	공주시	1	LCP_CITY	1	1768
공항	LC_OTHERS	2	1	0	1	공항	1	LC_OTHERS	1	1375
고대 마야 유적지	LC_OTHERS	9	1	1	0	고대 마야 유적지	1	LC_OTHERS	1	1375
고성군 회화면 배둔리	LC_OTHERS	11	1	0	1	고성군 회화면 배둔리	1	LC_OTHERS	1	1375
고속터미널	LC_OTHERS	5	1	1	0	고속터미널	1	LC_OTHERS	1	1375
고암포로	LC_OTHERS	4	1	1	0	고암포로	1	LC_OTHERS	1	1375
고양버스터미널	LC_OTHERS	7	1	0	1	고양버스터미널	1	LC_OTHERS	1	1375
고양터미널	LC_OTHERS	5	1	0	1	고양터미널	1	LC_OTHERS	1	1375
고위공직자	CV_POSITION	5	1	0	1	고위공직자	1	CV_POSITION	1	4600
공무상 비밀누설	CV_LAW	8	1	1	0	공무상 비밀누설	1	CV_LAW	1	1162
공무원법	CV_LAW	4	1	1	0	공무원법	1	CV_LAW	1	1162
공무집행방해죄	CV_LAW	7	1	1	0	공무집행방해죄	1	CV_LAW	1	1162
공보기획팀장	CV_POSITION	6	1	1	0	공보기획팀장	1	CV_POSITION	1	4600
공보단장	CV_POSITION	4	1	1	0	공보단장	1	CV_POSITION	1	4600
공보장관	CV_POSITION	4	1	0	1	공보장관	1	CV_POSITION	1	4600
공산당 총서기	CV_POSITION	7	1	0	1	공산당 총서기	1	CV_POSITION	1	4600
공식기강비서관	CV_POSITION	7	1	1	0	공식기강비서관	1	CV_POSITION	1	4600
공안부 검사	CV_OCCUPATION	6	1	0	1	공안부 검사	1	CV_OCCUPATION	1	4368
공안위원장	CV_POSITION	5	1	1	0	공안위원장	1	CV_POSITION	1	4600
공용건조물 침입 및 공용물건손상	CV_LAW	17	1	1	0	공용건조물 침입 및 공용물건손상	1	CV_LAW	1	1162
공원관리인	CV_OCCUPATION	5	1	1	0	공원관리인	1	CV_OCCUPATION	1	4368
공인회계사	CV_OCCUPATION	5	1	1	0	공인회계사	1	CV_OCCUPATION	1	4368
공작원	CV_OCCUPATION	3	1	1	0	공작원	1	CV_OCCUPATION	1	4368
공장책임자	CV_POSITION	5	1	1	0	공장책임자	1	CV_POSITION	1	4600
공정거래위원장	CV_POSITION	7	1	1	0	공정거래위원장	1	CV_POSITION	1	4600
공직기강비서관	CV_POSITION	7	1	1	0	공직기강비서관	1	CV_POSITION	1	4600
공직선거법 제8조의 2	CV_LAW	12	1	1	0	공직선거법 제8조의 2	1	CV_LAW	1	1162
공직선거후보자추천관리위원장	CV_POSITION	14	1	1	0	공직선거후보자추천관리위원장	1	CV_POSITION	1	4600
공직자윤리법	CV_LAW	6	1	1	0	공직자윤리법	1	CV_LAW	1	1162
공탁공무원	CV_OCCUPATION	5	1	1	0	공탁공무원	1	CV_OCCUPATION	1	4368
공판송무부장	CV_POSITION	6	1	1	0	공판송무부장	1	CV_POSITION	1	4600
고등법원장	CV_POSITION	5	1	1	0	고등법원장	1	CV_POSITION	1	4600
고용복지수석	CV_POSITION	6	1	1	0	고용복지수석	1	CV_POSITION	1	4600
고위공무원	CV_POSITION	5	1	1	0	고위공무원	1	CV_POSITION	1	4600
고위관리	CV_POSITION	4	1	1	0	고위관리	1	CV_POSITION	1	4600
공공기관장	CV_POSITION	5	1	1	0	공공기관장	1	CV_POSITION	1	4600
공산당 정치국 상무위원	CV_POSITION	12	1	1	0	공산당 정치국 상무위원	1	CV_POSITION	1	4600
고위대표	CV_POSITION	4	1	1	0	고위대표	1	CV_POSITION	1	4600
공학전문가	CV_OCCUPATION	5	1	0	1	공학전문가	1	CV_OCCUPATION	1	4368
공화당 의원	CV_POSITION	6	1	1	0	공화당 의원	1	CV_POSITION	1	4600
고깔모자	CV_CLOTHING	4	1	1	0	고깔모자	1	CV_CLOTHING	1	209
고발영화	CV_ART	4	1	1	0	고발영화	1	CV_ART	1	7666
고어영화	CV_ART	4	1	1	0	고어영화	1	CV_ART	1	7666
곤충	AM_TYPE	2	1	1	0	곤충	1	AM_TYPE	1	22
공격수 지동원	CV_ART	7	1	1	0	공격수 지동원	1	CV_ART	1	7666
공정영화	CV_ART	4	1	0	1	공정영화	1	CV_ART	1	7666
고사리손	AM_PART	4	1	1	0	고사리손	1	AM_PART	1	1021
곶감 좋아해요	AFA_MUSIC	7	1	1	0	곶감 좋아해요	1	AFA_MUSIC	1	201
고고고-해골물의 비밀	AFA_DOCUMENT	11	1	1	0	고고고-해골물의 비밀	1	AFA_DOCUMENT	1	193
고고도미사일방어	AF_WEAPON	8	1	1	0	고고도미사일방어	1	AF_WEAPON	1	307
고고도미사일방어체계	AF_WEAPON	10	1	1	0	고고도미사일방어체계	1	AF_WEAPON	1	307
고려대 화정체육관	AF_BUILDING	9	1	0	1	고려대 화정체육관	1	AF_BUILDING	1	655
고마워요 나의 그대여	AFA_MUSIC	11	1	1	0	고마워요 나의 그대여	1	AFA_MUSIC	1	201
골든타임	AFA_ART_CRAFT	4	1	1	0	골든타임	1	AFA_ART_CRAFT	1	14
골든타임-닥터 최인혁, 갓 태어난 각하에게 거수경례하다	AFA_ART_CRAFT	30	1	1	0	골든타임-닥터 최인혁, 갓 태어난 각하에게 거수경례하다	1	AFA_ART_CRAFT	1	14
공중미사일방어시스템	AF_WEAPON	10	1	1	0	공중미사일방어시스템	1	AF_WEAPON	1	307
고무탄	AF_WEAPON	3	1	1	0	고무탄	1	AF_WEAPON	1	307
고분군	AF_CULTURAL_ASSET	3	1	1	0	고분군	1	AF_CULTURAL_ASSET	1	107
고사총	AF_WEAPON	3	1	1	0	고사총	1	AF_WEAPON	1	307
고사포	AF_WEAPON	3	1	1	0	고사포	1	AF_WEAPON	1	307
곤돌라	AF_TRANSPORT	3	1	0	1	곤돌라	1	AF_TRANSPORT	1	1217
고성군 회화면 배둔리 국도 14호선	AF_ROAD	19	1	0	1	고성군 회화면 배둔리 국도 14호선	1	AF_ROAD	1	209
고속열차	AF_TRANSPORT	4	1	0	1	고속열차	1	AF_TRANSPORT	1	1217
공군 1호기	AF_TRANSPORT	6	1	1	0	공군 1호기	1	AF_TRANSPORT	1	1217
공사관	AF_BUILDING	3	1	1	0	공사관	1	AF_BUILDING	1	655
공항철도	AF_TRANSPORT	4	1	1	0	공항철도	1	AF_TRANSPORT	1	1217
고리 2 발전소	AF_BUILDING	8	1	1	0	고리 2 발전소	1	AF_BUILDING	1	655
공군회관	AF_BUILDING	4	1	1	0	공군회관	1	AF_BUILDING	1	655
고시엔	AF_BUILDING	3	1	1	0	고시엔	1	AF_BUILDING	1	655
고시엔구장	AF_BUILDING	5	1	1	0	고시엔구장	1	AF_BUILDING	1	655
고양 종합터미널	AF_BUILDING	8	1	1	0	고양 종합터미널	1	AF_BUILDING	1	655
고양체육관	AF_BUILDING	5	1	1	0	고양체육관	1	AF_BUILDING	1	655
고인돌체육관	AF_BUILDING	6	1	1	0	고인돌체육관	1	AF_BUILDING	1	655
곽 선수	PS_NAME	4	1	1	0	곽 선수	1	PS_NAME	1	21537
곽동수	PS_NAME	3	1	0	1	곽동수	1	PS_NAME	1	21537
곽동수 숭실사이버대 교수	PS_NAME	13	1	0	1	곽동수 숭실사이버대 교수	1	PS_NAME	1	21537
곽범기	PS_NAME	3	1	1	0	곽범기	1	PS_NAME	1	21537
곽상언	PS_NAME	3	1	1	0	곽상언	1	PS_NAME	1	21537
곽은진	PS_NAME	3	1	1	0	곽은진	1	PS_NAME	1	21537
곽재선	PS_NAME	3	1	1	0	곽재선	1	PS_NAME	1	21537
곽재선 이데일리 회장	PS_NAME	11	1	1	0	곽재선 이데일리 회장	1	PS_NAME	1	21537
곽재용	PS_NAME	3	1	1	0	곽재용	1	PS_NAME	1	21537
곽재용 감독	PS_NAME	6	1	1	0	곽재용 감독	1	PS_NAME	1	21537
곽진	PS_NAME	2	1	1	0	곽진	1	PS_NAME	1	21537
곽진근	PS_NAME	3	1	1	0	곽진근	1	PS_NAME	1	21537
곽진근(57)	PS_NAME	7	1	1	0	곽진근(57)	1	PS_NAME	1	21537
곽지수 분대장	PS_NAME	7	1	1	0	곽지수 분대장	1	PS_NAME	1	21537
곽태휘	PS_NAME	3	1	1	0	곽태휘	1	PS_NAME	1	21537
곽현화	PS_NAME	3	1	1	0	곽현화	1	PS_NAME	1	21537
곽희종	PS_NAME	3	1	0	1	곽희종	1	PS_NAME	1	21537
관공선	AF_TRANSPORT	3	1	1	0	관공선	1	AF_TRANSPORT	1	1217
관악	LCP_PROVINCE	2	1	1	0	관악	1	LCP_PROVINCE	1	1100
관악갑	LC_OTHERS	3	1	1	0	관악갑	1	LC_OTHERS	1	1375
관악구 주사랑공동체교회	OGG_RELIGION	12	1	1	0	관악구 주사랑공동체교회	1	OGG_RELIGION	1	104
관악구을	LC_OTHERS	4	1	1	0	관악구을	1	LC_OTHERS	1	1375
관악구청	OGG_POLITICS	4	1	0	1	관악구청	1	OGG_POLITICS	1	4964
관악구청 복지과	OGG_POLITICS	8	1	0	1	관악구청 복지과	1	OGG_POLITICS	1	4964
관제원 이모	PS_NAME	6	1	1	0	관제원 이모	1	PS_NAME	1	21537
관제원 이모(55·대구역	PS_NAME	13	1	1	0	관제원 이모(55·대구역	1	PS_NAME	1	21537
괌 공군기지	LC_OTHERS	6	1	1	0	괌 공군기지	1	LC_OTHERS	1	1375
광개토대왕	AFA_VIDEO	5	1	1	0	광개토대왕	1	AFA_VIDEO	1	2799
광고천재이태백	AFA_VIDEO	7	1	0	1	광고천재이태백	1	AFA_VIDEO	1	2799
광교	LCP_COUNTY	2	1	0	1	광교	1	LCP_COUNTY	1	1341
광규	PS_NAME	2	1	1	0	광규	1	PS_NAME	1	21537
광대뼈	TM_CELL_TISSUE_ORGAN	3	1	1	0	광대뼈	1	TM_CELL_TISSUE_ORGAN	1	131
광둥성 포산	LC_OTHERS	6	1	1	0	광둥성 포산	1	LC_OTHERS	1	1375
광명성 2호	TMI_HW	6	1	1	0	광명성 2호	1	TMI_HW	1	854
광명을	LC_OTHERS	3	1	1	0	광명을	1	LC_OTHERS	1	1375
광산	LCP_COUNTY	2	1	0	1	광산	1	LCP_COUNTY	1	1341
광식	PS_NAME	2	1	0	1	광식	1	PS_NAME	1	21537
광시성	LC_SPACE	3	1	1	0	광시성	1	LC_SPACE	1	72
광안동	LCP_COUNTY	3	1	0	1	광안동	1	LCP_COUNTY	1	1341
광안리해수욕장	LC_OTHERS	7	1	0	1	광안리해수욕장	1	LC_OTHERS	1	1375
광양노인복지센터	OGG_OTHERS	8	1	1	0	광양노인복지센터	1	OGG_OTHERS	1	591
광양시 황금동 산 187-7번지	LC_OTHERS	17	1	0	1	광양시 황금동 산 187-7번지	1	LC_OTHERS	1	1375
광역확대	TMI_PROJECT	4	1	1	0	광역확대	1	TMI_PROJECT	1	65
광우병	TMM_DISEASE	3	1	1	0	광우병	1	TMM_DISEASE	1	361
과반	QT_PERCENTAGE	2	1	1	0	과반	1	QT_PERCENTAGE	1	757
광양시 황금동 산 187-7번지 6천611m2	QT_LENGTH	25	1	0	1	광양시 황금동 산 187-7번지 6천611m2	1	QT_LENGTH	1	287
광운대역	LC_OTHERS	4	1	0	1	광운대역	1	LC_OTHERS	1	1375
광저우 에버그란데	OGG_SPORTS	9	1	1	0	광저우 에버그란데	1	OGG_SPORTS	1	1017
광저우 헝다	OGG_SPORTS	6	1	1	0	광저우 헝다	1	OGG_SPORTS	1	1017
광저우데일리신문	OGG_MEDIA	8	1	1	0	광저우데일리신문	1	OGG_MEDIA	1	1276
광주 광산구 서봉동	LCP_COUNTY	10	1	1	0	광주 광산구 서봉동	1	LCP_COUNTY	1	1341
광주 광산구 선운동	LCP_COUNTY	10	1	1	0	광주 광산구 선운동	1	LCP_COUNTY	1	1341
광주 광산구 서봉동 어등산	LCG_MOUNTAIN	14	1	1	0	광주 광산구 서봉동 어등산	1	LCG_MOUNTAIN	1	90
광주 광산구청	OGG_POLITICS	7	1	0	1	광주 광산구청	1	OGG_POLITICS	1	4964
광주 남부경찰서	OGG_POLITICS	8	1	1	0	광주 남부경찰서	1	OGG_POLITICS	1	4964
광주 북구 운암동	LCP_COUNTY	9	1	1	0	광주 북구 운암동	1	LCP_COUNTY	1	1341
광주 북구갑	LC_OTHERS	6	1	0	1	광주 북구갑	1	LC_OTHERS	1	1375
광주 북구갑 정준호 후보	PS_NAME	13	1	0	1	광주 북구갑 정준호 후보	1	PS_NAME	1	21537
광주 북구의회	OGG_POLITICS	7	1	1	0	광주 북구의회	1	OGG_POLITICS	1	4964
광주 서구	LC_OTHERS	5	1	1	0	광주 서구	1	LC_OTHERS	1	1375
광주 서구 금호 1동	LC_OTHERS	11	1	1	0	광주 서구 금호 1동	1	LC_OTHERS	1	1375
광주 서구 금호 1동 주민센터	OGG_POLITICS	16	1	1	0	광주 서구 금호 1동 주민센터	1	OGG_POLITICS	1	4964
광주 서구 쌍촌동	LC_OTHERS	9	1	1	0	광주 서구 쌍촌동	1	LC_OTHERS	1	1375
광주 서구을	LC_OTHERS	6	1	1	0	광주 서구을	1	LC_OTHERS	1	1375
광주 서을	LCP_CITY	5	1	0	1	광주 서을	1	LCP_CITY	1	1768
광주고법	OGG_LAW	4	1	1	0	광주고법	1	OGG_LAW	1	501
광주고법 형사 1부(서경환 부장판사)	PS_NAME	20	1	1	0	광주고법 형사 1부(서경환 부장판사)	1	PS_NAME	1	21537
광주광역시 서구	LCP_COUNTY	8	1	1	0	광주광역시 서구	1	LCP_COUNTY	1	1341
광주시 북구	LCP_COUNTY	6	1	1	0	광주시 북구	1	LCP_COUNTY	1	1341
광주시 북구 운암동	LCP_COUNTY	10	1	1	0	광주시 북구 운암동	1	LCP_COUNTY	1	1341
광주시 오포읍	LCP_COUNTY	7	1	1	0	광주시 오포읍	1	LCP_COUNTY	1	1341
광주시교육청	OGG_POLITICS	6	1	0	1	광주시교육청	1	OGG_POLITICS	1	4964
광훈	PS_NAME	2	1	0	1	광훈	1	PS_NAME	1	21537
과기원	OGG_POLITICS	3	1	1	0	과기원	1	OGG_POLITICS	1	4964
과속스캔들	AFA_VIDEO	5	1	1	0	과속스캔들	1	AFA_VIDEO	1	2799
과학자 프리드리히 헤르네크	PS_NAME	14	1	1	0	과학자 프리드리히 헤르네크	1	PS_NAME	1	21537
곽노흥	PS_NAME	3	1	1	0	곽노흥	1	PS_NAME	1	21537
곽노흥 교수	PS_NAME	6	1	1	0	곽노흥 교수	1	PS_NAME	1	21537
광주 광산구 서봉동 어등산 팔각정	AF_CULTURAL_ASSET	18	1	1	0	광주 광산구 서봉동 어등산 팔각정	1	AF_CULTURAL_ASSET	1	107
광주여대	OGG_EDUCATION	4	1	1	0	광주여대	1	OGG_EDUCATION	1	491
광주여성단체연합	OGG_OTHERS	8	1	1	0	광주여성단체연합	1	OGG_OTHERS	1	591
광주지검	OGG_LAW	4	1	1	0	광주지검	1	OGG_LAW	1	501
광주지방검찰청	OGG_POLITICS	7	1	1	0	광주지방검찰청	1	OGG_POLITICS	1	4964
광주지방경찰청	OGG_POLITICS	7	1	1	0	광주지방경찰청	1	OGG_POLITICS	1	4964
광주지법 해남	OGG_LAW	7	1	1	0	광주지법 해남	1	OGG_LAW	1	501
광주지법 형사 12부	OGG_POLITICS	11	1	1	0	광주지법 형사 12부	1	OGG_POLITICS	1	4964
광화문 삼거리	AF_ROAD	7	1	1	0	광화문 삼거리	1	AF_ROAD	1	209
광화문 포시즌호텔	OGG_HOTEL	9	1	1	0	광화문 포시즌호텔	1	OGG_HOTEL	1	73
광희(27	PS_NAME	5	1	1	0	광희(27	1	PS_NAME	1	21537
과기고	OGG_EDUCATION	3	1	1	0	과기고	1	OGG_EDUCATION	1	491
광주은행	OGG_ECONOMY	4	1	1	0	광주은행	1	OGG_ECONOMY	1	2003
과달라하라 골프장	AF_BUILDING	9	1	0	1	과달라하라 골프장	1	AF_BUILDING	1	655
과야스	LCP_CITY	3	1	1	0	과야스	1	LCP_CITY	1	1768
관측소	AF_BUILDING	3	1	1	0	관측소	1	AF_BUILDING	1	655
광주구장	AF_BUILDING	4	1	0	1	광주구장	1	AF_BUILDING	1	655
광주시 광산구 장덕동 수완지구 성덕중학교	LCP_CAPITALCITY	22	1	0	1	광주시 광산구 장덕동 수완지구 성덕중학교	1	LCP_CAPITALCITY	1	1162
광주시 탄벌동	LC_OTHERS	7	1	1	0	광주시 탄벌동	1	LC_OTHERS	1	1375
광주시 퇴촌면	LC_OTHERS	7	1	0	1	광주시 퇴촌면	1	LC_OTHERS	1	1375
광진구을	LC_OTHERS	4	1	1	0	광진구을	1	LC_OTHERS	1	1375
과천 서울대공원	LC_OTHERS	8	1	1	0	과천 서울대공원	1	LC_OTHERS	1	1375
과천 시민회관	AF_BUILDING	7	1	1	0	과천 시민회관	1	AF_BUILDING	1	655
과탐	FD_SCIENCE	2	1	1	0	과탐	1	FD_SCIENCE	1	38
광우병 빙자 촛불사태	EV_OTHERS	11	1	1	0	광우병 빙자 촛불사태	1	EV_OTHERS	1	981
광저우 대회	EV_SPORTS	6	1	1	0	광저우 대회	1	EV_SPORTS	1	860
광저우 아시안게임 때	DT_OTHERS	11	1	1	0	광저우 아시안게임 때	1	DT_OTHERS	1	1709
광주 광산을 보궐선거	EV_OTHERS	11	1	1	0	광주 광산을 보궐선거	1	EV_OTHERS	1	981
광주 헬기 추락사고	EV_OTHERS	10	1	0	1	광주 헬기 추락사고	1	EV_OTHERS	1	981
광화문 촛불집회 5주기 규탄 기자회견	EV_OTHERS	20	1	1	0	광화문 촛불집회 5주기 규탄 기자회견	1	EV_OTHERS	1	981
과학기술회관	AF_BUILDING	6	1	1	0	과학기술회관	1	AF_BUILDING	1	655
과학수사의 날	DT_DAY	7	1	1	0	과학수사의 날	1	DT_DAY	1	5422
과학페스티벌	EV_FESTIVAL	6	1	0	1	과학페스티벌	1	EV_FESTIVAL	1	199
관객상	CV_PRIZE	3	1	1	0	관객상	1	CV_PRIZE	1	188
관공서의 공휴일에 관한 규정 일부 개정안	CV_LAW	22	1	0	1	관공서의 공휴일에 관한 규정 일부 개정안	1	CV_LAW	1	1162
관광안내원	CV_OCCUPATION	5	1	1	0	관광안내원	1	CV_OCCUPATION	1	4368
관제원	CV_OCCUPATION	3	1	1	0	관제원	1	CV_OCCUPATION	1	4368
광고모델	CV_OCCUPATION	4	1	1	0	광고모델	1	CV_OCCUPATION	1	4368
광군제	CV_POLICY	3	1	1	0	광군제	1	CV_POLICY	1	95
광역시·도의원	CV_POSITION	7	1	1	0	광역시·도의원	1	CV_POSITION	1	4600
광주시장	CV_POSITION	4	1	1	0	광주시장	1	CV_POSITION	1	4600
광주항쟁	EV_ACTIVITY	4	1	1	0	광주항쟁	1	EV_ACTIVITY	1	36
광화문 점	AF_BUILDING	5	1	1	0	광화문 점	1	AF_BUILDING	1	655
광화문 촛불집회	EV_ACTIVITY	8	1	1	0	광화문 촛불집회	1	EV_ACTIVITY	1	36
과실	CV_LAW	2	1	0	1	과실	1	CV_LAW	1	1162
과실상해	CV_LAW	4	1	1	0	과실상해	1	CV_LAW	1	1162
관공서의 공휴일에 관한 규정 일부개정령안	CV_LAW	22	1	1	0	관공서의 공휴일에 관한 규정 일부개정령안	1	CV_LAW	1	1162
관광진흥법	CV_LAW	5	1	1	0	관광진흥법	1	CV_LAW	1	1162
관세법	CV_LAW	3	1	1	0	관세법	1	CV_LAW	1	1162
광대	AM_PART	2	1	1	0	광대	1	AM_PART	1	1021
광대 마스크	CV_CLOTHING	6	1	1	0	광대 마스크	1	CV_CLOTHING	1	209
괜찮아, 사랑이야	AFA_VIDEO	9	1	1	0	괜찮아, 사랑이야	1	AFA_VIDEO	1	2799
괴산	LCP_COUNTY	2	1	0	1	괴산	1	LCP_COUNTY	1	1341
교과용 도서에 관한 규정	CV_LAW	13	1	1	0	교과용 도서에 관한 규정	1	CV_LAW	1	1162
교도관	CV_OCCUPATION	3	1	1	0	교도관	1	CV_OCCUPATION	1	4368
교류사	OGG_ECONOMY	3	1	0	1	교류사	1	OGG_ECONOMY	1	2003
교목실장	CV_POSITION	4	1	1	0	교목실장	1	CV_POSITION	1	4600
교무부장	CV_POSITION	4	1	1	0	교무부장	1	CV_POSITION	1	4600
교보문고	OGG_ECONOMY	4	1	1	0	교보문고	1	OGG_ECONOMY	1	2003
교보문고 광화문 점 구서재 앞	AF_BUILDING	16	1	1	0	교보문고 광화문 점 구서재 앞	1	AF_BUILDING	1	655
교보빌딩	AF_BUILDING	4	1	0	1	교보빌딩	1	AF_BUILDING	1	655
교보생명	OGG_ECONOMY	4	1	1	0	교보생명	1	OGG_ECONOMY	1	2003
교보타워	AF_BUILDING	4	1	1	0	교보타워	1	AF_BUILDING	1	655
교보타워사거리	AF_ROAD	7	1	1	0	교보타워사거리	1	AF_ROAD	1	209
교사 A(44)	PS_NAME	8	1	0	1	교사 A(44)	1	PS_NAME	1	21537
교사 김모(58·여)	PS_NAME	11	1	0	1	교사 김모(58·여)	1	PS_NAME	1	21537
교수협의회	OGG_OTHERS	5	1	1	0	교수협의회	1	OGG_OTHERS	1	591
교양교육원	OGG_EDUCATION	5	1	0	1	교양교육원	1	OGG_EDUCATION	1	491
교원노조법 2조	CV_LAW	8	1	1	0	교원노조법 2조	1	CV_LAW	1	1162
교원단체총연합회	OGG_EDUCATION	8	1	1	0	교원단체총연합회	1	OGG_EDUCATION	1	491
교원소청심사위원회	OGG_OTHERS	9	1	1	0	교원소청심사위원회	1	OGG_OTHERS	1	591
교육 역량 강화 사업	TMI_PROJECT	11	1	1	0	교육 역량 강화 사업	1	TMI_PROJECT	1	65
교육·행정당국	OGG_POLITICS	7	1	0	1	교육·행정당국	1	OGG_POLITICS	1	4964
교육감 직선제	CV_POLICY	7	1	1	0	교육감 직선제	1	CV_POLICY	1	95
교육과정평가원	OGG_EDUCATION	7	1	1	0	교육과정평가원	1	OGG_EDUCATION	1	491
교육당국	OGG_EDUCATION	4	1	0	1	교육당국	1	OGG_EDUCATION	1	491
교육문화수석	CV_POSITION	6	1	1	0	교육문화수석	1	CV_POSITION	1	4600
교육영화	CV_ART	4	1	1	0	교육영화	1	CV_ART	1	7666
교육위원장	CV_POSITION	5	1	1	0	교육위원장	1	CV_POSITION	1	4600
교장선생님	CV_POSITION	5	1	1	0	교장선생님	1	CV_POSITION	1	4600
교정당국	OGG_POLITICS	4	1	0	1	교정당국	1	OGG_POLITICS	1	4964
교촌치킨	OGG_FOOD	4	1	1	0	교촌치킨	1	OGG_FOOD	1	178
교통권	CV_LAW	3	1	1	0	교통권	1	CV_LAW	1	1162
교통기동대	OGG_POLITICS	5	1	1	0	교통기동대	1	OGG_POLITICS	1	4964
교통물류실장	CV_POSITION	6	1	0	1	교통물류실장	1	CV_POSITION	1	4600
교통사고 처리특례법	CV_LAW	10	1	1	0	교통사고 처리특례법	1	CV_LAW	1	1162
교통사고처리특례법	CV_LAW	9	1	1	0	교통사고처리특례법	1	CV_LAW	1	1162
교통순찰대	OGG_POLITICS	5	1	1	0	교통순찰대	1	OGG_POLITICS	1	4964
교통안전계	OGG_POLITICS	5	1	1	0	교통안전계	1	OGG_POLITICS	1	4964
교통운수부	OGG_POLITICS	5	1	1	0	교통운수부	1	OGG_POLITICS	1	4964
교토와아이치	OGG_ECONOMY	6	1	0	1	교토와아이치	1	OGG_ECONOMY	1	2003
교환학생	CV_OCCUPATION	4	1	0	1	교환학생	1	CV_OCCUPATION	1	4368
교황 베네딕토 16세	PS_NAME	11	1	0	1	교황 베네딕토 16세	1	PS_NAME	1	21537
교황대사	CV_POSITION	4	1	1	0	교황대사	1	CV_POSITION	1	4600
교황대사(오스발도 파딜랴 대주교)	PS_NAME	18	1	1	0	교황대사(오스발도 파딜랴 대주교)	1	PS_NAME	1	21537
교황청립 한국신학원	OGG_RELIGION	10	1	1	0	교황청립 한국신학원	1	OGG_RELIGION	1	104
교회장	CV_POSITION	3	1	0	1	교회장	1	CV_POSITION	1	4600
교회장 정모(47)	PS_NAME	10	1	0	1	교회장 정모(47)	1	PS_NAME	1	21537
구 부회장	PS_NAME	5	1	1	0	구 부회장	1	PS_NAME	1	21537
구 소련	LCP_COUNTRY	4	1	1	0	구 소련	1	LCP_COUNTRY	1	4628
구·시·군당	OGG_POLITICS	6	1	1	0	구·시·군당	1	OGG_POLITICS	1	4964
구가의 서	AFA_VIDEO	5	1	1	0	구가의 서	1	AFA_VIDEO	1	2799
